Date,0005.HK,0700.HK,600519.SS,601318.SS,6758.T,9984.T,AAPL,ADS.DE,MSFT,SAP.DE
2015-01-06,-1.59007324097921,5.568894349434526,-2.3430504254328035,-3.242669662393677,-1.1817699123327463,-2.1454670769805513,0.009401015324643823,-0.25602636502041454,-1.478584942165861,-2.279974463385655
2015-01-07,-1.050798384846662,3.601045437377106,-2.5028981342825554,-0.4349393954153052,4.528019202557357,0.8099474098937786,1.3924784453775587,1.00210925335309,1.2625287529764149,-0.3638354330586345
2015-01-08,0.28127233880220887,2.3044338803570206,-0.6134563979357552,-3.2254441772688978,0.4885264888391794,1.069822698560034,3.770261424125841,3.246214869844117,2.899361944970788,2.163433305213084
2015-01-09,-0.14053256297799654,-0.0785913497969517,-0.7590344832747681,2.445912270002095,1.3168256701690906,0.8643869248999715,0.10718821847218171,-0.2811909216751071,-0.8440621248845586,-2.784997922956192
2015-01-12,0.0,-0.07864638653017304,-2.0598510179127674,3.1487097164881073,-1.5314817660326907,-0.3894374609785019,-2.494935756435093,-0.4055998584115326,-1.2581374448248999,4.517696205929914
2015-01-13,0.28091491479303754,0.5492369528824254,-0.834895982258598,-0.06653894302268408,-1.5553013961183977,-0.3909600076374673,0.8839699029240635,-0.5137795669002425,-0.5163696891981002,0.7508918482751942
2015-01-14,-0.6331459076687562,-1.4184679288175546,-0.9237582159253829,-1.7050721306644243,-3.492833752437926,-2.6653120973930435,-0.38181010685752664,-1.521282190221392,-0.8665246520294174,-1.7727365001521687
2015-01-15,-0.35349503506941216,0.7117591902081242,1.5653696095646632,6.57648686386095,2.6960161911868603,0.7443492155245809,-2.7515228892160173,1.716462297504839,-1.0499039901979608,2.32792710753418
2015-01-16,-0.5681773958636027,-4.0198367915553765,0.021493311993272098,-0.7381000488551355,-4.7511019231491085,-2.54201998847896,-0.7800424289322564,0.31859945961680664,1.6572597053251366,-0.3987186730064341
2015-01-19,-0.35677400768690837,0.8983147726320617,-5.881272926103886,-10.537464566456418,2.465177978224609,0.058481336871223276,1.2796402752500238,3.8479571427040087,0.16208691341817397,-0.10427692034143203
2015-01-20,0.3567740076869114,0.8903376964568449,1.4707819541247853,0.22679958052920896,0.7745677603589783,1.1917090062520743,1.263472158804086,-0.7167237786858606,0.1618246168342722,-4.699218450496132
2015-01-21,0.568177395863588,3.6396491484914564,2.374971834726405,9.115660526547945,5.337221930267763,-0.8414383027491378,0.7605216569680247,-0.5839963969529498,-1.0183758050058416,0.6177332435184743
2015-01-22,1.824625769130973,2.228291832736614,-0.6215806189829947,-2.473478613169984,0.4992258935495696,2.758810480378381,2.5682947005500516,0.378260521471696,2.6009331814033256,1.6526455363571773
2015-01-23,1.655192832820963,0.8323894032878852,-0.11592466162441205,1.7469639486437956,4.732083255646158,4.150199375654555,0.5146868050164904,3.821701635385813,0.10601877679083413,2.3940538950304466
2015-01-26,-0.6863142427492124,3.1890009272623048,0.9784992348021868,-1.5616401630683336,0.6373831990471774,-0.2723156134560197,0.10616221954647036,1.6870504066066403,-0.3609764005501277,1.3304731098765155
2015-01-27,0.9595539059886422,-0.7326020673043354,-1.4824882912975865,-2.2064027673799624,-0.1999106750998595,1.0038137518097823,-3.5640855638393623,-0.2602150485320935,-9.709855008841007,-1.1393205599326621
2015-01-28,-0.41011702495936153,0.6595835361118134,-1.4766301579361203,-2.2838714845785217,2.6917088912620635,0.4175477031243958,5.49925298041037,-0.016276720018235883,-3.506635187885143,-0.5047307656307598
2015-01-29,-0.9635441525284381,-1.6943314616267573,-0.7465557546025049,-2.436383217807756,-1.7503572033094148,-3.1956906834870575,3.0658683540809912,0.04885031460212044,1.971211239621655,0.8340515589754365
2015-01-30,0.20725411375609468,-1.9505533801158244,0.5830354351110265,-1.8021299804125364,-0.03602986173122642,-3.43037090646277,-1.4742190345893613,-0.39146527961284283,-3.907804687879282,0.12106202591644184
2015-02-02,-1.6701956161112985,2.8381295613925115,-1.3409522728999335,-4.531792809360217,-2.759434223288477,0.9718751564909178,1.2468682957480377,0.9757663530344983,2.1548593938227096,1.4413341247624354
2015-02-03,0.3502852258150138,-0.5167975746097411,2.0103198262092983,4.2138060117695915,-0.037086281262906265,-1.058067028590416,0.016882621159537994,2.4617790740807615,0.7722020379842641,0.7129660826760498
2015-02-04,1.2508950044009381,-0.8922020365629566,-0.6298848811433176,-2.2992905755827917,2.616097070649381,1.0722924633643685,0.7640121575353461,0.7864136601317848,0.5752952631721714,0.8086118616301994
2015-02-05,-0.2766502518339941,0.9662058143240535,-1.8218645513085834,-2.3382570601808936,11.339944893898776,-0.5704745641823664,0.7112264575503915,-0.28239048281367835,1.447377886853334,0.1341503987767985
2015-02-06,0.8962554986206752,-0.7424047135210103,0.31552217639242264,0.5595412402830087,1.18594615394262,1.532807314914324,-0.8456540239873136,-0.4093421414768488,-0.09426211954303179,-0.8075463816087005
2015-02-09,-0.06867313804167657,-1.199407620296929,5.406716621683962,2.5167288353072648,-2.402391463407642,0.5057758596466037,0.6620488788048621,-1.558060994586622,-0.1179816352701438,-0.6609583091701328
2015-02-10,-1.3135602818306833,0.30120164721167003,-0.7734452399020099,0.7179788858145475,0.3095912639348843,-0.08410874785246854,1.9029393867915616,0.4795495343347062,0.5649609697544357,0.5257424303718565
2015-02-11,-2.251959828136652,-1.0582120355526754,0.1475036338076327,2.394827996451723,2.5378690735034124,-0.2527699249560514,2.3168123606699385,1.2676389956684062,-0.5177579127926479,0.050724513139727895
2015-02-12,0.7798348554814807,-1.5314260632090426,0.2290786943665889,-0.35701309390807057,2.4750522011141474,-0.25341047075472334,1.2573111777078492,2.8254065173304594,1.6614500092442648,1.9752881746501538
2015-02-13,1.3329019671440976,0.4619026418012342,-0.5900786365945572,0.02858759302933957,-0.34097652185955385,-0.5087556224602119,0.48906504396279304,-0.6911935278374103,1.7939906790858746,0.5949316219990738
2015-02-16,-0.0697543719386742,0.2301404966030871,0.4483262151587531,0.5562261980168081,-2.4040716678611416,0.5510396210742954,0.29465511370016884,0.23092686917922625,0.02293903649162841,0.0
2015-02-17,0.4869734890227574,0.22961865214697463,-0.5964082398288644,0.38329984552991486,-0.6061558653093454,-0.508554815904099,0.2937894474452832,-2.176376122584693,0.022933775704428436,-0.34662626174600936
2015-02-18,-0.13885487244300723,-0.6904504090810655,0.23844037230474777,-0.8608754386512296,1.5715948481787474,-0.6108443964216852,0.6938223904785713,1.6057782727678918,-0.11480274000828945,0.0826565558885037
2015-02-23,0.06946550168094642,3.7027442563435478,0.23787318632556964,-0.8683509048810225,0.9717865854731571,0.48329128306647895,3.2710092522408925,6.829170577528459,1.4142805216026104,1.9630936532392915
2015-02-24,-3.6059070325289793,0.22228936979312316,0.2373086923122002,-0.8759573365537059,2.1755115622146897,0.7487681091311778,-0.626066577999118,-0.448813749280942,-0.13599306092028926,0.08096148615087657
2015-02-25,0.8602112853762297,0.5167975746097295,0.2367468711451502,-0.8836982057536887,0.12203050041586924,2.9128053086480272,-2.5905835541444753,-1.0061909169545686,-0.22707693838655432,0.1617412237362375
2015-02-26,-0.21437208750137424,-0.14738230574925687,1.4463370670294255,2.4778189772322827,2.0071398098362128,1.640607114578178,1.2577138446471798,0.9626631696461491,0.15903607092957536,1.1088931169925673
2015-02-27,-0.14315765493406496,0.2210047607137506,2.335359149141204,0.5851165313943318,2.0116109055629012,-0.9322466652253215,-1.5142601641145867,0.7808017208205763,-0.4777682081834272,0.43058060408851023
2015-03-02,-0.35881260559148503,0.5869293150371044,-0.16763349423271834,-0.5421672593630333,-2.0414961936249183,0.04070320106675016,0.48922995964049126,-0.7953235349852822,0.0683766842205752,0.8083076119977298
2015-03-03,0.2871568517768397,-1.0294156154049299,-2.538113130798405,-4.058366512097999,-0.01493663444465331,-1.8625429369577327,0.20890649229212138,-0.6408359098600788,-1.3768132316559365,-0.8879100837695034
2015-03-04,0.07165575381464316,-1.4892397408158797,0.6646353116338573,-0.2685309075220407,-0.599707112551467,-2.081222194688755,-0.6358732766208138,0.8149023625210989,-0.5096051435679724,0.44493693071071355
2015-03-05,-0.5140903501469202,-0.9043109733518259,-0.8961492687250032,-2.6951026056845273,0.5698084243232313,0.056426607306170315,-1.67097153801949,3.3771173085104875,0.11603455337598435,0.8211180188846007
2015-03-06,-0.1473986971044241,-0.303237287435632,-1.0294206370356176,-0.2766194621056263,-0.20954149324664298,-0.16941239193239557,0.15021382805304054,0.8371668049683714,-1.7550248015911434,-0.18889725681322647
2015-03-09,-1.7857550341262394,0.3789275869059719,4.233258700173306,2.0411813632715026,-1.6162218460285527,-1.0225834242503296,0.4256093853537973,-0.6971513980458364,1.1500787155321859,-0.7115256516556975
2015-03-10,0.7479234703707548,-0.8355639190173619,-1.9663564825994093,-0.9392572093828686,-1.1794794823494463,-0.9610667861344201,-2.0902706385443337,-1.4800500457048895,-1.9321727836580478,-0.668681850210371
2015-03-11,-1.7286875039977525,0.45663633211137594,2.185367865937515,0.7883730935671799,0.3537802003264707,-0.28869134360602594,-1.8399651472731644,1.32600537662113,-0.11903898350951504,1.820402156452855
